diameter,weight,red,green,blue,name
324,1786,47,47,0,1
324,1786,42,29,0,1
324,1786,37,44,18,1
324,1787,36,51,0,1
324,1788,50,44,0,1
324,1789,39,27,1,1
324,1790,46,61,21,1
324,1790,51,43,9,1
324,1791,51,44,0,1
324,1792,39,50,0,1
325,1793,26,62,0,1
325,1793,26,43,9,1
325,1793,47,53,0,1
325,1793,32,54,0,1
325,1794,23,40,5,1
325,1794,29,49,2,1
325,1795,31,60,7,1
325,1796,32,49,18,1
325,1796,56,45,3,1
325,1796,34,41,2,1
325,1797,50,29,0,1
325,1797,55,42,0,1
325,1798,55,40,17,1
325,1798,53,66,0,1
325,1799,42,36,0,1
325,1799,48,56,0,1
325,1799,46,54,18,1
325,1799,41,46,14,1
325,1800,43,61,0,1
325,1800,31,62,17,1
325,1802,24,72,8,1
326,1803,49,57,1,1
326,1804,35,46,0,1
326,1805,49,23,0,1
326,1806,45,40,0,1
326,1807,34,44,17,1
326,1808,49,43,1,1
326,1808,41,54,1,1
326,1809,34,44,3,1
326,1810,29,48,0,1
326,1811,13,54,0,1
327,1812,54,60,0,1
327,1813,37,41,0,1
327,1813,35,37,9,1
327,1814,43,56,7,1
327,1815,40,45,8,1
327,1816,33,44,2,1
327,1817,29,38,0,1
327,1818,34,50,7,1
328,1818,53,61,0,1
328,1819,65,34,20,1
328,1819,37,56,0,1
328,1819,30,44,1,1
328,1820,42,48,0,1
328,1821,50,50,0,1
328,1822,40,51,0,1
328,1823,45,45,6,1
328,1824,66,42,12,1
328,1824,55,50,2,1
328,1824,20,43,0,1
328,1825,44,34,0,1
328,1825,39,41,3,1
328,1825,40,56,16,1
328,1826,27,49,13,1
329,1826,54,53,0,1
329,1828,30,47,1,1
329,1828,54,63,6,1
329,1829,31,57,0,1
329,1829,25,55,24,1
329,1829,44,58,1,1
329,1830,52,34,4,1
329,1830,51,32,3,1
329,1831,28,45,16,1
329,1832,60,47,15,1
329,1833,26,42,0,1
329,1834,40,54,13,1
329,1834,35,49,18,1
330,1834,46,38,11,1
330,1835,33,62,5,1
330,1836,37,33,4,1
330,1836,36,68,4,1
330,1837,37,50,14,1
330,1838,63,38,0,1
330,1838,43,41,2,1
330,1839,31,35,3,1
330,1840,45,45,3,1
330,1841,51,54,0,1
330,1841,48,23,0,1
330,1841,46,48,0,1
330,1841,33,50,0,1
330,1842,38,33,11,1
330,1842,43,54,2,1
330,1843,56,50,0,1
330,1843,38,49,6,1
330,1844,57,64,15,1
331,1845,38,38,16,1
331,1847,57,32,0,1
331,1848,48,34,0,1
331,1849,12,43,0,1
331,1850,58,59,6,1
331,1851,42,43,0,1
331,1852,16,54,12,1
331,1853,51,49,0,1
331,1853,34,54,10,1
331,1854,47,55,10,1
331,1854,36,29,0,1
331,1855,29,41,0,1
331,1855,36,41,14,1
331,1856,32,53,0,1
331,1857,44,55,0,1
331,1857,45,46,0,1
332,1857,42,53,6,1
332,1857,41,45,3,1
332,1858,45,25,0,1
332,1858,58,31,7,1
332,1858,40,58,4,1
332,1858,36,49,0,1
332,1858,24,47,0,1
332,1859,39,48,12,1
332,1860,46,44,1,1
332,1860,51,54,0,1
333,1860,66,54,14,1
333,1861,44,57,0,1
333,1861,35,45,0,1
333,1862,40,34,0,1
333,1862,45,58,1,1
333,1862,50,53,1,1
333,1862,53,49,13,1
333,1863,54,45,0,1
333,1863,44,35,0,1
333,1864,50,43,0,1
333,1864,39,54,0,1
333,1864,33,34,5,1
333,1864,39,41,0,1
333,1865,54,41,1,1
333,1865,38,42,1,1
334,1865,43,49,4,1
334,1866,37,53,12,1
334,1866,51,48,13,1
334,1866,38,55,12,1
334,1867,37,49,0,1
334,1867,31,32,3,1
334,1869,54,54,3,1
334,1869,30,43,11,1
334,1870,42,43,0,1
334,1870,48,41,13,1
334,1871,48,40,0,1
334,1872,42,41,0,1
334,1873,30,44,0,1
334,1874,47,35,0,1
334,1874,40,50,2,1
335,1875,33,53,0,1
335,1876,45,31,21,1
335,1876,33,45,0,1
335,1877,34,26,4,1
335,1878,24,37,13,1
335,1879,40,51,3,1
335,1879,56,53,3,1
335,1879,43,44,12,1
335,1880,33,27,6,1
335,1881,46,48,13,1
335,1882,42,40,15,1
335,1883,46,53,1,1
335,1884,60,47,2,1
335,1885,39,60,0,1
335,1886,38,52,4,1
335,1887,39,57,0,1
335,1888,39,54,11,1
335,1889,43,41,0,1
335,1889,29,51,0,1
335,1889,32,49,7,1
336,1890,45,52,11,1
336,1890,37,43,15,1
336,1890,43,39,0,1
336,1890,23,43,9,1
336,1891,28,47,0,1
336,1892,40,46,0,1
336,1892,29,41,0,1
336,1893,25,55,0,1
336,1893,33,52,23,1
336,1894,46,29,19,1
336,1895,27,57,13,1
336,1896,35,69,0,1
336,1896,48,40,1,1
336,1896,31,63,0,1
337,1897,51,44,4,1
337,1897,25,37,9,1
337,1898,28,46,7,1
337,1899,46,41,20,1
337,1900,52,39,0,1
337,1901,40,45,0,1
337,1901,46,51,6,1
337,1902,34,44,23,1
337,1903,39,47,0,1
337,1903,60,55,0,1
337,1903,27,41,0,1
337,1904,49,37,4,1
337,1905,46,50,12,1
337,1906,50,44,10,1
337,1906,63,49,2,1
337,1907,27,33,12,1
337,1907,46,72,13,1
337,1908,39,58,12,1
337,1908,64,28,2,1
337,1909,34,51,0,1
338,1910,40,53,0,1
338,1911,36,46,0,1
338,1911,42,66,3,1
338,1912,34,42,0,1
338,1912,41,31,3,1
338,1914,28,24,0,1
338,1915,35,59,0,1
338,1916,46,37,0,1
338,1916,39,38,22,1
338,1916,43,43,0,1
338,1917,48,40,9,1
338,1918,59,35,0,1
338,1919,58,56,0,1
338,1919,32,61,0,1
338,1919,33,44,8,1
338,1919,38,58,0,1
338,1920,44,64,5,1
339,1921,52,43,0,1
339,1922,40,60,7,1
339,1923,37,46,0,1
339,1923,44,49,0,1
339,1923,28,29,0,1
339,1924,55,39,15,1
339,1924,45,62,0,1
339,1924,43,46,0,1
339,1924,44,40,10,1
339,1926,39,27,0,1
339,1927,33,45,7,1
339,1927,34,53,0,1
339,1928,49,53,4,1
339,1929,57,42,0,1
339,1931,50,32,0,1
339,1932,31,50,0,1
339,1934,40,55,0,1
339,1934,47,43,0,1
339,1935,33,48,0,1
339,1935,45,31,0,1
340,1935,44,56,0,1
340,1936,35,59,17,1
340,1936,36,61,22,1
340,1936,30,36,12,1
340,1937,23,42,0,1
340,1938,30,35,2,1
340,1940,47,43,11,1
340,1941,27,52,2,1
340,1941,40,55,0,1
340,1941,46,48,0,1
340,1942,25,41,10,1
340,1942,50,57,9,1
341,1943,66,37,0,1
341,1943,56,34,6,1
341,1944,36,51,9,1
341,1944,39,61,17,1
341,1944,27,28,17,1
341,1945,50,38,1,1
341,1946,33,41,4,1
341,1947,39,30,2,1
341,1948,34,60,12,1
341,1948,32,44,2,1
341,1949,42,63,8,1
341,1950,46,48,9,1
341,1950,47,42,0,1
341,1951,52,52,0,1
341,1951,51,44,0,1
342,1951,37,41,14,1
342,1951,25,48,11,1
342,1952,41,48,0,1
342,1953,52,46,0,1
342,1954,36,61,13,1
342,1955,41,63,0,1
342,1955,54,42,1,1
342,1956,42,45,0,1
342,1957,25,41,0,1
342,1958,51,53,9,1
343,1959,47,37,0,1
343,1959,45,40,0,1
343,1960,72,65,0,1
343,1961,51,52,9,1
343,1961,39,50,12,1
343,1962,47,39,20,1
343,1963,46,59,0,1
343,1963,35,40,18,1
343,1963,31,44,11,1
343,1964,51,52,0,1
343,1965,45,47,0,1
343,1965,56,45,0,1
343,1966,44,35,0,1
343,1967,42,33,0,1
343,1968,41,48,4,1
343,1969,56,59,15,1
343,1969,24,44,12,1
343,1970,37,53,0,1
343,1971,44,66,0,1
343,1971,38,49,1,1
343,1972,51,45,17,1
343,1973,53,56,8,1
343,1974,57,56,0,1
343,1974,51,57,11,1
344,1975,38,37,8,1
344,1976,46,58,14,1
344,1976,37,46,3,1
344,1977,45,62,6,1
344,1978,54,40,14,1
344,1978,41,42,1,1
344,1979,44,37,7,1
344,1979,41,48,22,1
344,1980,42,51,2,1
344,1981,53,52,0,1
344,1982,39,37,4,1
344,1982,47,43,2,1
344,1982,47,42,0,1
344,1983,42,53,5,1
344,1984,34,54,0,1
345,1985,32,42,0,1
345,1985,24,45,0,1
345,1986,52,74,0,1
345,1987,42,44,0,1
345,1987,48,60,0,1
345,1988,34,37,0,1
345,1988,34,44,11,1
345,1988,45,49,9,1
345,1988,29,38,0,1
345,1989,34,40,11,1
345,1991,39,65,2,1
346,1992,50,47,0,1
346,1993,12,35,3,1
346,1993,51,37,4,1
346,1994,44,53,0,1
346,1994,41,54,4,1
346,1994,42,57,13,1
346,1995,42,45,11,1
346,1995,48,40,8,1
346,1996,62,47,0,1
346,1997,40,62,0,1
346,1997,67,60,0,1
347,1998,38,51,0,1
347,1999,35,69,0,1
347,2000,47,44,0,1
347,2000,52,31,10,1
347,2001,45,32,0,1
347,2001,54,55,15,1
347,2001,44,58,24,1
347,2002,44,38,0,1
347,2003,50,46,22,1
347,2005,35,32,0,1
347,2006,41,43,10,1
347,2007,46,48,0,1
347,2007,35,38,5,1
348,2008,43,54,17,1
348,2008,34,44,0,1
348,2009,22,33,0,1
348,2010,42,26,4,1
348,2010,30,45,0,1
348,2010,42,40,27,1
348,2012,55,45,0,1
348,2013,30,38,4,1
348,2013,46,39,1,1
348,2016,48,60,0,1
348,2016,51,49,0,1
348,2016,42,55,0,1
348,2018,49,50,0,1
348,2019,45,37,0,1
348,2020,43,57,0,1
348,2020,59,49,3,1
349,2020,42,64,0,1
349,2020,27,32,0,1
349,2021,37,35,9,1
349,2022,35,48,8,1
349,2022,28,55,2,1
349,2023,34,38,15,1
349,2024,33,35,23,1
349,2024,45,57,15,1
349,2025,41,33,0,1
349,2025,48,38,0,1
349,2025,33,56,0,1
349,2026,54,34,8,1
349,2026,40,51,17,1
349,2027,34,52,0,1
349,2027,43,40,0,1
349,2028,39,40,11,1
349,2029,24,38,15,1
350,2030,42,56,6,1
350,2031,35,38,8,1
350,2032,41,34,0,1
350,2033,34,55,0,1
350,2034,63,32,0,1
350,2035,44,69,8,1
350,2035,29,55,8,1
350,2036,40,44,5,1
350,2037,47,61,10,1
350,2038,42,57,23,1
350,2040,39,48,0,1
350,2041,37,57,0,1
350,2042,41,36,5,1
350,2043,46,54,0,1
350,2043,41,25,0,1
350,2043,25,28,1,1
350,2043,51,64,0,1
350,2044,35,40,0,1
350,2045,46,50,5,1
351,2045,34,62,0,1
351,2046,28,28,8,1
351,2046,21,61,7,1
351,2047,35,61,16,1
351,2049,33,53,7,1
351,2049,24,35,5,1
351,2050,61,64,15,1
351,2050,42,24,16,1
351,2050,39,39,0,1
351,2051,34,47,0,1
351,2052,49,48,2,1
351,2052,38,62,4,1
351,2053,33,65,4,1
351,2054,19,35,0,1
352,2055,47,45,0,1
352,2055,53,41,0,1
352,2057,25,47,11,1
352,2058,50,70,3,1
352,2058,25,25,0,1
352,2058,47,48,0,1
352,2059,34,59,7,1
352,2059,23,48,0,1
352,2060,31,55,0,1
352,2061,37,44,27,1
352,2061,37,49,13,1
352,2062,36,52,5,1
352,2063,59,50,19,1
352,2064,40,61,13,1
352,2064,38,44,0,1
352,2066,65,44,0,1
352,2066,40,53,13,1
352,2066,49,37,0,1
352,2067,55,38,0,1
353,2068,35,48,2,1
353,2068,44,40,0,1
353,2068,31,44,7,1
353,2068,44,38,18,1
353,2069,27,56,0,1
353,2069,42,43,16,1
353,2070,47,57,1,1
353,2070,46,32,10,1
353,2071,26,50,0,1
353,2072,47,32,9,1
353,2072,39,65,0,1
353,2073,48,65,11,1
353,2074,35,39,14,1
353,2075,40,49,0,1
354,2076,38,46,16,1
354,2077,44,47,0,1
354,2078,47,55,1,1
354,2078,48,32,0,1
354,2079,43,46,0,1
354,2079,50,30,12,1
354,2080,36,39,5,1
354,2081,47,58,0,1
354,2082,26,53,0,1
354,2082,56,35,7,1
354,2082,50,63,4,1
355,2082,43,59,0,1
355,2083,27,37,1,1
355,2084,41,65,9,1
355,2085,35,67,13,1
355,2085,25,50,15,1
355,2085,49,42,0,1
355,2086,39,66,2,1
355,2087,25,40,0,1
355,2088,25,39,0,1
355,2088,46,39,11,1
355,2089,46,38,0,1
355,2090,32,33,2,1
355,2090,34,65,23,1
355,2091,37,31,0,1
355,2091,68,37,0,1
355,2092,46,58,0,1
355,2093,36,63,9,1
355,2095,34,32,0,1
355,2096,43,47,0,1
356,2097,38,58,0,1
356,2098,48,49,2,1
356,2099,48,45,1,1
356,2099,53,41,0,1
356,2100,60,38,0,1
356,2101,44,45,0,1
356,2102,42,46,0,1
356,2103,47,47,1,1
356,2104,25,56,0,1
356,2104,55,46,0,1
356,2105,40,61,1,1
356,2106,50,45,1,1
356,2106,56,32,0,1
356,2106,32,56,1,1
356,2106,33,49,7,1
356,2107,38,37,0,1
356,2108,59,55,0,1
356,2109,43,40,0,1
356,2109,44,32,0,1
356,2110,44,52,7,1
356,2111,39,57,6,1
356,2111,9,64,2,1
357,2112,64,68,0,1
357,2112,46,44,9,1
357,2113,28,39,8,1
357,2114,52,52,0,1
357,2114,35,34,0,1
357,2115,60,50,0,1
357,2115,52,42,3,1
357,2116,31,46,12,1
357,2117,41,44,6,1
357,2118,36,34,5,1
357,2120,42,67,0,1
357,2120,45,50,5,1
357,2121,31,39,21,1
357,2121,24,54,1,1
357,2121,40,38,0,1
357,2121,44,58,4,1
357,2121,71,64,4,1
357,2122,53,47,8,1
357,2123,36,40,1,1
357,2123,59,22,14,1
357,2124,36,22,5,1
358,2124,35,59,9,1
358,2124,56,49,13,1
358,2125,44,46,17,1
358,2126,44,36,0,1
358,2127,26,51,0,1
358,2127,48,50,5,1
358,2127,47,62,0,1
358,2127,31,51,4,1
358,2128,48,45,0,1
358,2128,36,49,0,1
358,2129,23,37,0,1
358,2129,45,73,9,1
358,2130,31,44,18,1
358,2131,46,52,0,1
358,2131,33,43,15,1
358,2132,43,54,11,1
359,2132,45,55,10,1
359,2133,42,51,0,1
359,2133,31,59,2,1
359,2134,52,42,0,1
359,2134,40,70,0,1
359,2135,37,46,8,1
359,2135,40,47,11,1
359,2136,37,56,0,1
359,2137,40,49,5,1
359,2138,57,56,21,1
359,2139,30,31,4,1
359,2140,24,58,7,1
359,2141,33,50,4,1
359,2141,28,62,5,1
359,2141,43,56,12,1
359,2143,46,46,0,1
360,2144,49,67,0,1
360,2144,44,43,0,1
360,2145,34,42,1,1
360,2146,42,29,4,1
360,2146,30,51,0,1
360,2147,24,60,5,1
360,2147,42,56,12,1
360,2147,46,39,9,1
360,2148,40,55,2,1
360,2148,14,64,0,1
360,2148,38,53,19,1
360,2149,46,53,2,1
360,2150,54,42,2,1
360,2151,30,55,14,1
360,2152,37,41,15,1
360,2152,43,58,0,1
360,2153,21,55,21,1
360,2154,45,57,0,1
360,2155,47,50,0,1
360,2155,31,46,3,1
360,2156,48,55,0,1
360,2157,36,30,0,1
360,2158,36,34,17,1
360,2159,33,48,3,1
360,2160,54,32,6,1
361,2161,58,50,10,1
361,2161,34,49,11,1
361,2162,50,27,7,1
361,2163,29,53,2,1
361,2165,14,58,22,1
361,2165,40,65,0,1
361,2166,43,49,13,1
361,2166,35,50,0,1
361,2167,24,43,2,1
361,2167,51,54,5,1
361,2168,42,45,29,1
361,2168,38,53,3,1
361,2169,59,65,4,1
361,2170,48,46,10,1
361,2171,56,51,12,1
361,2172,43,53,0,1
361,2172,38,56,0,1
362,2172,39,35,12,1
362,2173,52,52,0,1
362,2174,60,50,3,1
362,2175,56,52,4,1
362,2175,45,58,0,1
362,2176,35,46,0,1
362,2177,42,43,0,1
362,2177,39,43,29,1
362,2178,30,43,7,1
362,2178,49,50,0,1
362,2178,34,54,9,1
362,2179,63,44,3,1
362,2179,50,53,13,1
362,2180,40,32,20,1
362,2180,49,50,0,1
363,2181,47,68,12,1
363,2182,32,71,0,1
363,2183,55,54,17,1
363,2183,32,48,10,1
363,2184,35,42,6,1
363,2184,51,42,10,1
363,2184,45,51,0,1
363,2185,46,37,7,1
363,2186,40,75,0,1
363,2186,31,52,0,1
363,2186,42,43,0,1
363,2187,52,66,0,1
364,2187,31,57,0,1
364,2187,31,49,0,1
364,2188,34,32,10,1
364,2189,39,28,0,1
364,2190,47,60,15,1
364,2191,24,43,2,1
364,2192,37,52,0,1
364,2192,44,52,3,1
364,2192,29,25,8,1
364,2193,33,68,0,1
364,2194,33,42,1,1
364,2196,37,44,8,1
364,2197,40,51,0,1
364,2198,36,45,0,1
365,2199,42,52,10,1
365,2200,48,57,0,1
365,2200,31,28,0,1
365,2201,48,48,0,1
365,2202,30,52,0,1
365,2203,40,42,4,1
365,2203,54,41,18,1
365,2203,44,44,8,1
365,2204,46,48,0,1
365,2205,65,58,11,1
365,2205,42,37,19,1
365,2206,32,55,8,1
365,2207,26,59,7,1
366,2209,45,54,0,1
366,2210,44,47,0,1
366,2212,48,44,0,1
366,2213,43,55,0,1
366,2214,33,40,0,1
366,2215,50,39,6,1
366,2215,40,40,0,1
366,2216,52,42,10,1
366,2217,50,50,7,1
366,2218,45,22,0,1
366,2218,48,43,0,1
366,2218,35,42,0,1
367,2219,32,43,0,1
367,2220,32,49,6,1
367,2221,48,35,25,1
367,2222,60,33,0,1
367,2222,28,42,0,1
367,2222,58,42,9,1
367,2223,37,51,8,1
367,2224,38,41,0,1
367,2224,25,51,0,1
367,2224,47,43,24,1
367,2225,30,58,0,1
367,2226,36,44,0,1
367,2226,37,31,0,1
367,2226,53,36,12,1
367,2227,37,32,0,1
367,2227,32,62,0,1
367,2228,42,53,8,1
367,2228,29,61,0,1
367,2228,60,45,7,1
367,2228,35,48,11,1
367,2229,42,51,23,1
367,2230,28,49,0,1
368,2231,22,70,3,1
368,2231,26,41,0,1
368,2232,40,60,0,1
368,2233,46,49,0,1
368,2233,37,37,10,1
368,2234,37,35,0,1
368,2234,53,36,0,1
368,2234,40,55,0,1
368,2234,42,43,0,1
368,2235,58,49,7,1
368,2235,36,35,15,1
368,2236,33,50,0,1
368,2237,22,29,0,1
368,2238,46,53,1,1
368,2239,48,40,21,1
368,2240,40,49,0,1
369,2242,29,60,0,1
369,2242,42,44,1,1
369,2243,42,64,3,1
369,2243,52,39,4,1
369,2244,39,34,0,1
369,2244,37,57,13,1
369,2244,51,49,0,1
369,2245,52,40,11,1
369,2246,28,27,0,1
369,2246,55,43,15,1
369,2247,51,54,5,1
369,2248,28,42,4,1
369,2250,38,48,15,1
369,2251,47,41,10,1
369,2252,44,55,0,1
369,2252,36,45,8,1
370,2253,49,39,0,1
370,2254,58,48,3,1
370,2255,48,64,0,1
370,2256,31,64,10,1
370,2256,48,32,0,1
370,2257,15,51,0,1
370,2259,45,49,0,1
370,2260,43,47,0,1
370,2261,44,55,0,1
370,2261,53,42,0,1
370,2262,39,51,5,1
370,2263,43,43,0,1
370,2265,37,48,0,1
370,2266,46,62,15,1
370,2266,69,39,18,1
370,2266,48,39,2,1
370,2267,27,58,0,1
370,2268,44,53,0,1
371,2268,55,44,0,1
371,2269,53,53,0,1
371,2270,50,56,2,1
371,2270,38,53,0,1
371,2271,39,66,0,1
371,2271,28,37,0,1
371,2272,45,52,6,1
371,2273,46,39,0,1
371,2274,40,49,0,1
371,2275,47,57,16,1
371,2276,46,40,2,1
371,2276,43,42,0,1
371,2278,47,68,9,1
371,2279,48,38,7,1
372,2280,25,41,0,1
372,2281,48,42,0,1
372,2282,29,46,7,1
372,2282,31,33,0,1
372,2283,11,63,0,1
372,2284,48,59,5,1
372,2284,48,55,15,1
372,2285,50,44,14,1
372,2286,30,47,14,1
372,2287,58,52,0,1
372,2288,48,44,4,1
372,2289,47,46,1,1
372,2289,47,36,9,1
372,2290,23,47,0,1
372,2290,36,53,11,1
372,2290,43,77,0,1
373,2290,44,35,4,1
373,2291,43,46,6,1
373,2291,35,32,2,1
373,2292,60,33,9,1
373,2293,41,33,8,1
373,2294,46,60,0,1
373,2294,49,54,0,1
373,2296,56,52,0,1
373,2296,47,49,5,1
373,2297,43,43,0,1
373,2297,34,39,14,1
373,2298,42,40,6,1
373,2298,60,51,20,1
373,2299,40,54,0,1
373,2300,44,48,0,1
373,2302,35,58,3,1
373,2303,41,51,0,1
373,2303,36,54,0,1
373,2303,58,46,0,1
373,2304,39,44,2,1
373,2304,50,41,22,1
373,2304,45,38,8,1
373,2304,39,61,6,1
373,2305,36,53,0,1
373,2305,30,55,20,1
374,2306,40,43,8,1
374,2307,33,53,0,1
374,2309,32,46,7,1
374,2309,25,33,6,1
374,2310,29,61,4,1
374,2311,25,28,4,1
374,2314,43,56,0,1
374,2315,36,43,0,1
374,2315,25,32,10,1
374,2317,45,61,4,1
374,2317,43,47,0,1
375,2318,31,31,11,1
375,2319,39,64,7,1
375,2320,38,60,0,1
375,2320,44,53,0,1
375,2320,30,52,4,1
375,2320,33,63,0,1
375,2321,35,40,1,1
375,2321,49,53,0,1
375,2321,51,48,0,1
375,2321,43,60,10,1
375,2321,50,36,4,1
375,2322,34,67,12,1
375,2323,33,44,8,1
376,2324,27,41,0,1
376,2324,38,45,1,1
376,2324,40,52,1,1
376,2325,36,52,0,1
376,2326,52,47,5,1
376,2326,35,35,0,1
376,2326,40,35,1,1
376,2327,51,39,0,1
376,2327,42,61,3,1
376,2328,26,58,0,1
376,2329,45,42,8,1
376,2329,36,51,0,1
377,2331,62,24,8,1
377,2331,15,65,3,1
377,2332,47,51,0,1
377,2332,49,43,8,1
377,2332,39,67,1,1
377,2332,32,30,0,1
377,2333,48,26,0,1
377,2334,28,53,12,1
377,2335,42,27,4,1
378,2336,55,37,17,1
378,2337,31,44,2,1
378,2338,39,43,6,1
378,2338,49,40,0,1
378,2339,27,46,10,1
378,2340,46,37,0,1
378,2341,45,44,9,1
378,2342,38,23,0,1
378,2343,43,61,11,1
378,2344,45,40,7,1
378,2344,33,44,1,1
379,2345,38,61,15,1
379,2346,16,27,18,1
379,2346,32,52,5,1
379,2347,46,45,0,1
379,2348,35,56,1,1
379,2349,38,29,0,1
379,2350,30,44,0,1
379,2352,42,41,0,1
379,2352,29,55,0,1
379,2353,34,52,14,1
379,2353,43,39,6,1
379,2354,40,54,11,1
379,2354,38,40,0,1
379,2355,35,57,1,1
379,2356,48,43,0,1
379,2357,33,37,0,1
380,2358,49,60,0,1
380,2358,58,40,0,1
380,2359,54,43,0,1
380,2360,33,35,8,1
380,2360,25,43,8,1
380,2360,24,20,6,1
380,2360,54,45,2,1
380,2362,31,44,0,1
380,2363,29,52,0,1
380,2363,65,53,20,1
380,2364,40,33,0,1
380,2364,39,43,8,1
381,2365,23,44,0,1
381,2365,48,45,17,1
381,2365,31,50,0,1
381,2367,47,36,5,1
381,2368,63,66,12,1
381,2369,37,45,0,1
381,2369,31,59,4,1
381,2371,31,37,0,1
381,2372,25,51,0,1
381,2373,36,33,0,1
381,2374,46,44,6,1
381,2375,49,59,8,1
381,2376,52,48,2,1
381,2376,43,41,3,1
381,2377,37,57,0,1
381,2378,39,42,11,1
382,2379,49,48,0,1
382,2380,36,53,0,1
382,2381,44,43,24,1
382,2383,51,46,5,1
382,2385,25,39,0,1
382,2385,46,49,16,1
382,2386,32,62,0,1
382,2387,39,37,1,1
382,2388,43,46,9,1
382,2389,21,47,3,1
382,2389,44,43,0,1
382,2390,35,56,0,1
382,2391,45,44,0,1
382,2391,34,24,6,1
382,2392,27,50,0,1
382,2392,40,58,0,1
382,2393,37,40,12,1
382,2394,33,63,12,1
382,2395,43,67,14,1
383,2396,50,53,18,1
383,2397,44,35,14,1
383,2398,52,48,0,1
383,2399,42,54,0,1
383,2399,53,44,4,1
383,2400,57,40,11,1
383,2400,46,56,10,1
383,2400,26,59,0,1
383,2401,48,37,0,1
383,2402,40,29,0,1
383,2403,42,45,3,1
383,2403,50,67,0,1
383,2404,22,38,15,1
384,2405,41,65,11,1
384,2406,49,47,0,1
384,2406,29,36,7,1
384,2409,29,43,0,1
384,2409,42,58,13,1
384,2410,49,49,26,1
384,2411,43,41,6,1
384,2411,40,48,0,1
384,2412,53,55,13,1
384,2412,40,36,0,1
384,2412,34,52,0,1
384,2413,36,51,5,1
384,2413,60,30,8,1
384,2414,31,70,10,1
384,2414,39,56,7,1
384,2415,30,44,6,1
384,2416,44,59,25,1
384,2416,22,52,16,1
384,2417,37,54,0,1
384,2418,36,40,10,1
384,2419,31,38,4,1
385,2419,41,44,7,1
385,2421,44,42,9,1
385,2422,43,34,2,1
385,2422,35,53,2,1
385,2422,55,44,0,1
385,2422,41,55,0,1
385,2423,48,40,5,1
385,2424,41,28,0,1
385,2424,46,38,26,1
385,2425,38,55,12,1
385,2426,31,53,4,1
385,2426,39,61,11,1
385,2426,47,53,5,1
385,2427,43,49,0,1
385,2429,52,60,0,1
385,2429,34,48,0,1
385,2431,64,39,18,1
385,2431,19,49,11,1
385,2432,33,52,8,1
385,2433,41,40,0,1
386,2434,37,56,4,1
386,2435,40,42,6,1
386,2435,25,31,0,1
386,2436,46,31,9,1
386,2437,36,62,8,1
386,2437,45,39,11,1
386,2437,31,46,0,1
386,2437,33,57,0,1
386,2438,38,52,0,1
386,2438,44,35,0,1
387,2438,31,40,0,1
387,2438,40,54,6,1
387,2440,38,36,10,1
387,2441,37,55,0,1
387,2441,40,40,0,1
387,2442,38,57,3,1
387,2443,26,37,13,1
387,2445,50,32,0,1
387,2445,47,61,3,1
387,2447,44,38,11,1
387,2447,38,49,0,1
387,2447,45,44,0,1
387,2448,47,54,10,1
387,2449,37,49,0,1
387,2450,49,44,10,1
388,2451,42,45,0,1
388,2452,37,48,3,1
388,2453,47,37,6,1
388,2454,17,49,0,1
388,2455,44,41,0,1
388,2457,37,57,0,1
388,2458,39,45,18,1
388,2459,50,57,0,1
388,2460,45,50,19,1
388,2460,40,32,3,1
388,2461,44,57,9,1
388,2462,43,67,21,1
388,2462,33,36,0,1
388,2462,42,42,0,1
388,2462,52,38,0,1
388,2463,30,50,2,1
389,2463,54,55,5,1
389,2464,47,46,11,1
389,2464,36,41,0,1
389,2465,49,48,10,1
389,2466,31,53,6,1
389,2468,28,52,24,1
389,2469,25,54,0,1
389,2470,59,44,4,1
389,2471,28,43,15,1
389,2472,25,59,3,1
389,2472,72,43,2,1
389,2472,39,66,18,1
389,2473,46,67,7,1
389,2473,46,34,0,1
389,2474,38,51,1,1
389,2475,36,51,0,1
389,2475,33,46,19,1
389,2476,54,61,8,1
389,2477,33,25,5,1
389,2477,35,52,6,1
390,2478,54,68,2,1
390,2478,37,48,0,1
390,2479,42,38,0,1
390,2480,35,44,3,1
390,2481,41,35,3,1
390,2482,41,52,0,1
390,2483,54,60,0,1
390,2484,17,41,0,1
390,2485,51,46,2,1
390,2485,31,43,0,1
390,2485,59,59,1,1
390,2486,57,36,0,1
390,2486,47,57,0,1
390,2486,46,37,0,1
390,2487,35,58,0,1
391,2487,47,62,6,1
391,2487,51,37,11,1
391,2489,16,48,0,1
391,2489,30,43,10,1
391,2490,35,45,20,1
391,2491,21,53,10,1
391,2492,32,60,14,1
391,2493,23,54,12,1
391,2493,54,56,9,1
391,2493,36,43,0,1
391,2493,36,59,2,1
391,2494,57,57,4,1
391,2494,51,39,1,1
391,2495,30,51,0,1
391,2496,37,67,0,1
391,2496,37,53,10,1
391,2496,31,43,0,1
391,2497,36,54,15,1
391,2498,44,50,0,1
392,2499,46,55,11,1
392,2500,54,51,4,1
392,2501,32,48,14,1
392,2502,48,38,21,1
392,2503,26,31,2,1
392,2504,45,26,4,1
392,2505,60,44,12,1
392,2506,44,54,0,1
392,2508,60,57,11,1
392,2508,30,38,0,1
392,2509,45,47,2,1
392,2510,55,53,4,1
393,2511,45,61,16,1
393,2511,34,38,0,1
393,2512,46,43,22,1
